SampleID,Short Description,Biomass.Type,Class,Subclass,State,Location.Notes,LinkRef,Source,Full Description,Notes,Field11,Field12,Mod_By,Last_Mod,Moist ar,Moist ad,Ash ar,Ash ad,Ash db,VM ar,VM ad,VM db,VM daf,FC ar,FC ad,FC db,FC daf,CV MJ/kg ar,CV MJ/kg ad,CV MJ/kg db,CV MJ/kg daf,CV kcal/kg ar,CV kcal/kg ad,CV kcal/kg db,CV kcal/kg daf,C ar,C ad,C db,C daf,H ar,H ad,H db,H daf,N ar,N ad,N db,N daf,S ar,S ad,S db,S daf,O ar,O ad,O db,O daf,Cl mg/kg ar,Cl mg/kg ad,Cl mg/kg db,Cl mg/kg daf,Analysis.Note.1,Na2O,MgO,Al2O3,SiO2,P2O5,K2O3,CaO,TiO2,Mn3O4,Fe2O3,Other,FileNameRef,Extension,Data Sources,SSC_NAME16,STE_NAME16,Longitude,Latitude
83,Blue gum bark,Forestry,Bark,Hardwood (Eucalyptus),WA,Dinninup,93,B89 - B,"Eucalyptus globulus (blue gum) bark fraction. Age ~ 13 years. 
",Sample sent by Graeme Olson and Don Cooper (CALM) WA - Harvester was Wayne O'Solivan. Sample received mid feb 2003. Farm at Dinninup. Harvested dec 2002.,Eucalypt,bark,SSH,8/09/2020,9.3,8.2,5.8,5.9,6.4,66.7,67.5,73.5,78.6,18.2,18.4,20.1,21.4,14.98,15.16,16.51,17.65,3578,3620,3944,4216,41.6,42.1,45.9,49,4.74,4.8,5.23,5.59,0.31,0.31,0.34,0.36,0.03,0.03,0.03,0.03,38.2,38.7,42.1,45.02,5434,5500,5990,6399.57,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",1.03,9.2,0.25,0.36,1,2.65,43,0.01,0.19,0.13,42.18,1002,GIF,"""""Sample sent by Graeme Olson and Don Cooper (CALM) WA - Harvester was Wayne O'Solivan. Sample received mid feb 2003. Contact details: 
     golsen@iinet.net.au
     08 9530 4604 (phone and fax)
     Olsen & Vickery
     PO Box 357 Waroona
     Wester",Dinninup,Western Australia,116.51376,-33.74194976
84,Blue gum wood,Forestry,Stem,Hardwood (Eucalyptus),WA,Dinninup,94,B89 - W,"Eucalyptus globulus (blue gum) stemwood fraction. Age ~ 13 years. 
",Sample sent by Graeme Olson and Don Cooper (CALM) WA - Harvester was Wayne O'Solivan. Sample received mid feb 2003. Farm at Dinninup. Harvested dec 2002.,Eucalypt,stemwood,SSH,8/09/2020,8.9,6.4,0.5,0.5,0.5,78.9,81.1,86.6,87.1,11.7,12,12.9,12.9,17.32,17.8,19.02,19.12,4136,4252,4542,4566,44.6,45.8,48.9,49.2,5.51,5.66,6.05,6.08,0.12,0.12,0.13,0.13,0.02,0.02,0.02,0.02,40.35,41.5,44.4,44.57,292,300,321,322.61,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",3.2,12.6,0.47,0.52,8.3,20.3,23.6,0.02,0.24,1.71,29.04,1011,JPG,"""""Sample sent by Graeme Olson and Don Cooper (CALM) WA - Harvester was Wayne O'Solivan. Sample received mid feb 2003. Contact details: 
     golsen@iinet.net.au
     08 9530 4604 (phone and fax)
     Olsen & Vickery
     PO Box 357 Waroona
     Wester",Dinninup,Western Australia,116.51376,-33.74194976
85,Maritine pine leaf/twig,Forestry,Leaf/twig,Softwood (Maritine pine),WA,Woodanilling,95,B92 - LT,"Pinus painster (maritine pine) leaf/twig fraction. ALTRIG species. Age ~ 6 years.
",Sample sent by Graeme Olson and Don Cooper (CALM) WA - Harvester was Wayne O'Solivan. Sample received mid feb 2003. Farm at Woodanilling. Harvested dec 2002.,pine,leaves,SSH,8/09/2020,13.3,8.3,2.1,2.2,2.4,67.8,71.7,78.2,80.1,16.8,17.8,19.4,19.9,17.95,18.98,20.7,21.21,4288,4534,4944,5066,44.6,47.2,51.5,52.7,5.46,5.78,6.3,6.46,0.88,0.93,1.01,1.04,0.08,0.09,0.09,0.09,33.6,35.5,38.7,39.71,189,200,218,223.36,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",2.09,16.3,2.08,3.5,8.9,17.3,21.2,0.1,0.47,1.88,26.18,1020,JPG,"""""Sample sent by Graeme Olson and Don Cooper (CALM) WA - Harvester was Wayne O'Solivan. Sample received mid feb 2003. Contact details: 
     golsen@iinet.net.au
     08 9530 4604 (phone and fax)
     Olsen & Vickery
     PO Box 357 Waroona
     Wester",Woodanilling,Western Australia,117.4605272,-33.5703198
86,Maritine pine bark,Forestry,Bark,Softwood (Maritine pine),WA,Woodanilling,96,B92 - B,"Pinus painster (maritine pine) bark fraction. ALTRIG species. Age ~ 6 years.
",Sample sent by Graeme Olson and Don Cooper (CALM) WA - Harvester was Wayne O'Solivan. Sample received mid feb 2003. Farm at Woodanilling. Harvested dec 2002.,pine,bark,SSH,8/09/2020,10.6,8.1,1.8,1.8,2,64.7,66.5,72.4,73.8,22.9,23.6,25.6,26.2,18.22,18.73,20.38,20.79,4352,4474,4868,4966,46.7,48,52.2,53.3,5.4,5.55,6.04,6.16,0.45,0.46,0.5,0.51,0.04,0.05,0.05,0.05,35,36,39.21,39.98,292,300,326,332.65,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",2.78,9.9,2.24,4.1,5.6,16.6,27.1,0.11,0.13,0.99,30.45,1029,JPG,"""""Sample sent by Graeme Olson and Don Cooper (CALM) WA - Harvester was Wayne O'Solivan. Sample received mid feb 2003. Contact details: 
     golsen@iinet.net.au
     08 9530 4604 (phone and fax)
     Olsen & Vickery
     PO Box 357 Waroona
     Wester",Woodanilling,Western Australia,117.4605272,-33.5703198
87,Maritine pine wood,Forestry,Stem,Softwood (Maritine pine),WA,Woodanilling,98,B92 - W,"Pinus painster (maritine pine) stemwood fraction. ALTRIG species. Age ~ 6 years.
",Sample sent by Graeme Olson and Don Cooper (CALM) WA - Harvester was Wayne O'Solivan. Sample received mid feb 2003. Farm at Woodanilling. Harvested dec 2002,pine,stemwood,SSH,8/09/2020,9.8,7.8,0.3,0.3,0.3,76.1,77.8,84.4,84.7,13.8,14.1,15.3,15.3,17.74,18.13,19.66,19.73,4238,4330,4696,4712,45.4,46.4,50.3,50.5,5.5,5.62,6.1,6.12,0.19,0.19,0.21,0.21,0.02,0.02,0.02,0.02,38.8,39.67,43.07,43.15,20,20.44,22.17,22.24,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",1.4,16.3,0.54,1.9,4.4,18.6,24.8,0.03,0.24,0.74,31.05,1047,JPG,"""""Sample sent by Graeme Olson and Don Cooper (CALM) WA - Harvester was Wayne O'Solivan. Sample received mid feb 2003. Contact details: 
     golsen@iinet.net.au
     08 9530 4604 (phone and fax)
     Olsen & Vickery
     PO Box 357 Waroona
     Wester",Woodanilling,Western Australia,117.4605272,-33.5703198
88,Brutian pine leaf/twig,Forestry,Leaf/twig,Softwood (Brutia pine),WA,Jarrahsend State Forest,99,B93 - LT,Pinus brutian (brutia pine) leaf/twig fraction. ALTRIG species. Age ~ 51 years.,Sample sent by Graeme Olson and Don Cooper (CALM) WA - Harvester was Wayne O'Solivan. Sample received mid feb 2003. Harvested in Jarrahsend State Forest dec 2002.,pine,leaves,SSH,8/09/2020,13.3,9,3,3.1,3.4,66.8,70.1,77,79.7,16.9,17.8,19.6,20.3,17.44,18.31,20.12,20.83,4166,4374,4806,4976,44.2,46.4,51,52.8,5.34,5.61,6.16,6.38,0.43,0.45,0.49,0.51,0.06,0.06,0.06,0.06,33.7,35.4,38.89,40.25,1429,1500,1648,1706,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",3.2,4.5,1.12,6.1,2.71,9.9,35,0.06,0.05,2.48,34.88,1056,JPG,"""""Sample sent by Graeme Olson and Don Cooper (CALM) WA - Harvester was Wayne O'Solivan. Sample received mid feb 2003. Contact details: 
     golsen@iinet.net.au
     08 9530 4604 (phone and fax)
     Olsen & Vickery
     PO Box 357 Waroona
     Wester",,Western Australia,115.7339,-33.7294
89,Brutian pine bark,Forestry,Bark,Softwood (Brutia pine),WA,Jarrahsend State Forest,100,B93 - B,"Pinus brutian (brutia pine) bark fraction. ALTRIG species. Age ~ 51 years.
",Sample sent by Graeme Olson and Don Cooper (CALM) WA - Harvester was Wayne O'Solivan. Sample received mid feb 2003. Harvested in Jarrahsend State Forest dec 2002.,pine,bark,SSH,8/09/2020,11.2,8.8,4.5,4.6,5,66.1,67.9,74.5,78.4,18.2,18.7,20.5,21.6,15.61,16.03,17.58,18.51,3728,3828,4198,4422,41.1,42.2,46.3,48.7,4.96,5.09,5.58,5.88,0.26,0.27,0.3,0.31,0.03,0.03,0.04,0.04,37.9,39,42.78,45.07,389,400,439,462.11,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",0.94,3.1,0.46,0.83,0.89,3.9,45.1,0.01,0.01,0.13,44.63,1065,JPG,"""""Sample sent by Graeme Olson and Don Cooper (CALM) WA - Harvester was Wayne O'Solivan. Sample received mid feb 2003. Contact details: 
     golsen@iinet.net.au
     08 9530 4604 (phone and fax)
     Olsen & Vickery
     PO Box 357 Waroona
     Wester",,Western Australia,115.7339,-33.7294
90,Brutian pine wood,Forestry,Stem,Softwood (Brutia pine),WA,Jarrahsend State Forest,101,B93 - W,"Pinus brutian (brutia pine) stemwood fraction. ALTRIG species. Age ~ 51 years.
",Sample sent by Graeme Olson and Don Cooper (CALM) WA - Harvester was Wayne O'Solivan. Sample received mid feb 2003. Harvested in Jarrahsend State Forest dec 2002.,pine,stemwood,SSH,8/09/2020,10.3,8.6,0.4,0.4,0.4,74.9,76.3,83.5,83.8,14.4,14.7,16.1,16.2,17.96,18.3,20.02,20.11,4290,4370,4782,4804,46.3,47.2,51.6,51.9,5.54,5.64,6.17,6.2,0.44,0.45,0.49,0.49,0.01,0.01,0.01,0.01,37,37.7,41.33,41.4,20,20.38,22.3,22.39,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified. Note that Chlorine was below the lower detection limit of 40mg/kg. A value of 20mg/kg (a.r. basis) has been entered to allow for correct average calculations.",1.01,4.2,0.56,1.83,1.4,6.2,45.8,0.02,0.05,0.54,38.39,1074,JPG,"""""Sample sent by Graeme Olson and Don Cooper (CALM) WA - Harvester was Wayne O'Solivan. Sample received mid feb 2003. Contact details: 
     golsen@iinet.net.au
     08 9530 4604 (phone and fax)
     Olsen & Vickery
     PO Box 357 Waroona
     Wester",,Western Australia,115.7339,-33.7294
91,Sugar gum wood,Forestry,Stem,Hardwood (Eucalyptus),ACT,Yarralumla,102,B99,"Eucalyptus cladocalyx (sugar gum) wood from 10 inches stem disk
","Sample obtained from Dave Bush from CSIRO FFP. Dave sent a stem disk to Lasse Tobiasen March 2003. Original sample had both wood and bark, which was separated into B99 and B100.",Eucalypt,stemwood,SSH,8/09/2020,18.9,7.9,0.4,0.4,0.4,68,77.2,83.8,84.2,12.7,14.5,15.8,15.8,15.36,17.44,18.94,19.02,3668,4166,4524,4542,40.7,46.2,50.2,50.4,4.68,5.32,5.78,5.8,0.07,0.08,0.09,0.09,0.02,0.02,0.02,0.02,35.23,40.1,43.51,43.69,623,708,769,772.09,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",3.2,7.9,0.3,0.6,3.4,13.4,31.6,0.01,1.3,1.47,36.82,1083,JPG,,Yarralumla,Australian Capital Territory,149.0966991,-35.30278805
92,Sugar gum bark,Forestry,Bark,Hardwood (Eucalyptus),ACT,Yarralumla,103,B100,"Eucalyptus cladocalyx (sugar gum) bark
","Sample obtained from Dave Bush from CSIRO FFP. Dave sent a stem disk to Lasse Tobiasen March 2003. Original sample had both wood and bark, which was separated into B99 and B100.",Eucalypt,bark,SSH,8/09/2020,19.3,11.3,1.5,1.7,1.9,60.3,66.3,74.7,76.2,18.9,20.7,23.4,23.8,15.69,17.24,19.44,19.82,3748,4118,4644,4734,40.7,44.7,50.4,51.4,4.38,4.81,5.42,5.53,0.13,0.14,0.16,0.16,0.02,0.02,0.02,0.02,34,37.33,42.1,42.89,1274,1400,1578,1608.56,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",2.31,14,0.26,0.62,1,7.9,34.1,0.01,2.12,0.74,36.94,1092,JPG,,Yarralumla,Australian Capital Territory,149.0966991,-35.30278805
93,Dogwood forest residue,Forestry,Stem,Hardwood (Dogwood),TAS,Huonville,104,B101,"Pomaderris apetala (Tasmanian dogwood)
","Sample sent from Ross Andreartha from Forestry Tasmania March 2003. Harvested ~30km West of Huonville  (Warra Long Term Ecological Research site) Feb 2003.

",other,stemwood,SSH,8/09/2020,22,5.2,0.3,0.4,0.4,69.1,84,88.6,89,8.6,10.4,11,11,15.11,18.36,19.37,19.45,3608,4386,4626,4646,40,48.6,51.3,51.5,4.75,5.77,6.09,6.11,0.04,0.05,0.05,0.05,0.01,0.02,0.02,0.02,32.9,39.96,42.14,42.32,82,100,105,105.42,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",2.4,5.7,2.87,10.5,1.3,12.5,24.4,0.47,0.31,11.5,28.05,1101,JPG,"""""Sample sent from Ross Andreartha from Forestry Tasmania March 2003. Obtained 7 big bags of various samples (see email corrospondance for photos/explanations/etc.), which was separated into 4 Tassy samples: B101, B102, B103, B104.

The samples are from",Huonville,Tasmania,147.0586036,-43.02935327
94,Tea-tree forest residue,Forestry,Stem,Hardwood (Tea tree),TAS,Huonville,105,B102,"Leptospermum scoparium (Tasmanian Tea-tree), stemwood
","Sample sent from Ross Andreartha from Forestry Tasmania March 2003. Harvested ~30km West of Huonville  (Warra Long Term Ecological Research site) Feb 2003.

",other,stemwood,SSH,8/09/2020,29.4,7.5,0.4,0.5,0.5,60.3,79,85.4,85.9,9.9,13,14.1,14.1,13.81,18.1,19.57,19.67,3298,4324,4674,4698,35.3,46.3,50.1,50.3,4.17,5.47,5.91,5.95,0.05,0.06,0.06,0.07,0.02,0.02,0.03,0.03,30.7,40.15,43.4,43.65,229,300,324,325.63,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",6.2,8,0.86,2.1,1.3,17.7,24.5,0.04,2.46,1.62,35.22,1110,JPG,"""""Sample sent from Ross Andreartha from Forestry Tasmania March 2003. Obtained 7 big bags of various samples (see email corrospondance for photos/explanations/etc.), which was separated into 4 Tassy samples: B101, B102, B103, B104.

The samples are from",Huonville,Tasmania,147.0586036,-43.02935327
95,Stringybark - processing residue,Forestry,Bark,Hardwood (Eucalyptus),TAS,Huonville,106,B103,"Eucalyptus obliqua (Tasmanian Stringybark) processing residue
","Sample sent from Ross Andreartha from Forestry Tasmania March 2003. Harvested ~30km West of Huonville  (Warra Long Term Ecological Research site) Feb 2003.

",Eucalypt,stemwood,SSH,8/09/2020,24.8,7.2,0.2,0.2,0.2,66.2,81.7,88,88.2,8.8,10.8,11.8,11.8,14.07,17.36,18.71,18.75,3360,4146,4468,4478,37,45.6,49.1,49.2,4.47,5.52,5.95,5.96,0.06,0.08,0.09,0.09,0.01,0.01,0.01,0.01,33.5,41.4,44.65,44.74,73,90,97,97.19,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",10.6,6.2,5.2,15.7,3.2,20.4,10.6,0.35,0.86,6.6,20.29,1119,JPG,"""""Sample sent from Ross Andreartha from Forestry Tasmania March 2003. Obtained 7 big bags of various samples (see email corrospondance for photos/explanations/etc.), which was separated into 4 Tassy samples: B101, B102, B103, B104.

The samples are from",Huonville,Tasmania,147.0586036,-43.02935327
96,"Stringybark, limbwood",Forestry,Stem,Hardwood (Eucalyptus),TAS,Huonville,107,B104,"Eucalyptus obliqua (Tasmanian Stringybark)- fuelwood (limbwood)
","Sample sent from Ross Andreartha from Forestry Tasmania March 2003. Harvested ~30km West of Huonville  (Warra Long Term Ecological Research site) Feb 2003.

",Eucalypt,stemwood,SSH,8/09/2020,23.3,6.8,0.1,0.1,0.1,66.9,81.3,87.2,87.3,9.7,11.8,12.7,12.7,15.07,18.31,19.65,19.67,3600,4374,4694,4698,38.6,46.9,50.3,50.4,4.23,5.14,5.52,5.52,0.05,0.06,0.06,0.06,0.01,0.02,0.02,0.02,33.7,40.98,44,44,247,300,322,322.32,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",6.8,7.9,2.32,7,2.3,13.9,18.1,0.18,4.7,9.1,27.7,1128,JPG,"""""Sample sent from Ross Andreartha from Forestry Tasmania March 2003. Obtained 7 big bags of various samples (see email corrospondance for photos/explanations/etc.), which was separated into 4 Tassy samples: B101, B102, B103, B104.

The samples are from",Huonville,Tasmania,147.0586036,-43.02935327
97,Radiata pine stemwood,Industrial Processing,Timber industry,Timber waste (Softwood),SA,Mt Gambier,108,B105,"Pinus radiata (radiata pine, softwood). Sawn timber sample
","CSIRO obtained 19 samples from State Forest NSW, who had analysed these samples as part of their project work. 18 of the 19 samples are sawn timber samples, the last one a bark sample. The samples have been labelled B105 - B123 and are from SA, VIC.",pine,stemwood,SSH,8/09/2020,9.6,8.6,0.2,0.2,0.2,77.9,78.8,86.2,86.4,12.3,12.4,13.6,13.6,17.4,17.59,19.25,19.29,4156,4202,4598,4608,45.3,45.8,50.1,50.2,5.44,5.5,6.02,6.03,0.05,0.05,0.05,0.05,0.01,0.01,0.01,0.01,39.4,39.8,43.62,43.71,20,20.22,22.12,22.17,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified. Note that Chlorine was below the lower detection limit of 40mg/kg. A value of 20mg/kg (a.r. basis) has been entered to allow for correct average calculations.",1.3,7.1,2.62,7.7,1.3,11.5,26.1,0.2,1.34,14.6,26.24,1137,JPG,,Mt Gambier,South Australia,140.7804,-37.8284
98,Radiata pine stemwood,Industrial Processing,Timber industry,Timber waste (Softwood),VIC,Colac,109,B106,"Pinus radiata (radiata pine, softwood). Sawn timber sample
","CSIRO obtained 19 samples from State Forest NSW, who had analysed these samples as part of their project work. 18 of the 19 samples are sawn timber samples, the last one a bark sample. The samples have been labelled B105 - B123 and are from SA, VIC.",pine,stemwood,SSH,8/09/2020,9,8.2,0.1,0.1,0.1,79.5,80.2,87.4,87.5,11.4,11.5,12.5,12.5,17.63,17.78,19.37,19.39,4210,4246,4626,4632,46.4,46.8,51,51,5.52,5.57,6.07,6.07,0.07,0.07,0.08,0.08,,,,,38.9,39.26,42.75,42.85,,,,,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.6.3.3, AS1038.7.",,,,,,,,,,,,1146,JPG,,Colac,Victoria,143.5919793,-38.31318735
